customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
xxxx-03726,Female,0,Yes,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,29.24,272.85,No
xxxx-03727,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,26.37,391.71,No
xxxx-03728,Male,0,Yes,No,48,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,36.94,1804.88,No
xxxx-03729,Male,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,298.96,No
xxxx-03730,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.78,130.52,No
xxxx-03731,Female,1,Yes,No,41,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,23.7,920.5,No
xxxx-03732,Male,0,No,Yes,16,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),37.14,608.53,No
xxxx-03733,Male,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,38.57,1614.74,Yes
xxxx-03734,Female,0,No,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),34.64,320.91,Yes
xxxx-03735,Female,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),36.58,1702.44,No
xxxx-03736,Male,1,Yes,No,48,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,29.92,1429.4,Yes
xxxx-03737,Male,1,Yes,No,8,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,23.86,197.99,No
xxxx-03738,Male,0,Yes,No,38,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,27.38,991.06,No
xxxx-03739,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),28.02,26.26,Yes
xxxx-03740,Male,0,No,Yes,67,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),27.45,1819.97,No
xxxx-03741,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.67,1095.57,No
xxxx-03742,Male,0,No,No,10,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,34.76,373.76,No
xxxx-03743,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,40.3,1460.07,Yes
xxxx-03744,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,42.47,3024.95,Yes
xxxx-03745,Male,0,No,No,21,No,No phone service,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.99,443.87,No
xxxx-03746,Female,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.99,1120.67,No
xxxx-03747,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),38.6,167.75,No
xxxx-03748,Male,1,No,Yes,1,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.22,32.87,No
xxxx-03749,Female,0,No,Yes,4,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,25.98,117.66,No
xxxx-03750,Male,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.21,776.96,No
xxxx-03751,Male,0,No,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,339.27,Yes
xxxx-03752,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),29.26,88.81,No
xxxx-03753,Male,0,No,Yes,45,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,43.19,1947.11,No
xxxx-03754,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),37.49,902.82,No
xxxx-03755,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),49.77,2399.11,No
xxxx-03756,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),35.26,894.49,No
xxxx-03757,Female,1,No,No,70,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.53,2771.08,No
xxxx-03758,Male,0,Yes,No,31,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,31.69,977.25,No
xxxx-03759,Male,0,No,No,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),32.65,1383.55,No
xxxx-03760,Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.07,487.38,No
xxxx-03761,Female,1,Yes,Yes,60,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,41.95,2499.89,Yes
xxxx-03762,Male,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,31.75,1575.15,No
xxxx-03763,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,35.83,2063.94,No
xxxx-03764,Male,1,No,No,37,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,43.36,1577.59,No
xxxx-03765,Male,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.17,695.78,No
xxxx-03766,Female,1,No,Yes,44,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),30.4,1334.83,No
xxxx-03767,Male,0,No,No,30,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,38.1,1142.95,No
xxxx-03768,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),38.82,2626.35,Yes
xxxx-03769,Female,1,No,No,44,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.34,1915.39,No
xxxx-03770,Female,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.18,690.15,No
xxxx-03771,Female,0,No,Yes,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,28.45,1709.68,Yes
xxxx-03772,Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.25,836.35,No
xxxx-03773,Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.93,940.43,No
xxxx-03774,Male,1,No,No,59,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,38.45,2272.01,No
xxxx-03775,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,28.46,1708.42,No
xxxx-03776,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.28,1150.94,Yes
xxxx-03777,Male,1,No,No,51,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,25.67,1281.34,No
xxxx-03778,Male,0,No,Yes,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,40.45,2501.53,Yes
xxxx-03779,Female,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.42,1083.7,Yes
xxxx-03780,Female,0,No,Yes,66,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,31.59,2057.31,Yes
xxxx-03781,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),42.69,2009.8,No
xxxx-03782,Female,0,No,Yes,43,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,38.1,1651.59,No
xxxx-03783,Female,0,Yes,No,35,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,34.7,1230.72,No
xxxx-03784,Female,0,No,Yes,52,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,32.01,1685.1,No
xxxx-03785,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.44,1132.2,No
xxxx-03786,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.71,363.03,No
xxxx-03787,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),41.47,45.43,Yes
xxxx-03788,Female,0,Yes,Yes,6,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,27.87,186.25,Yes
xxxx-03789,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,32.5,472.14,No
xxxx-03790,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,34.42,1463.29,Yes
xxxx-03791,Female,0,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,24.28,1578.72,No
xxxx-03792,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.42,2058.52,Yes
xxxx-03793,Male,0,Yes,No,68,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),45.37,3073.34,Yes
xxxx-03794,Male,1,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.25,1085.23,No
xxxx-03795,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,35.53,1020.58,Yes
xxxx-03796,Male,0,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,744.79,No
xxxx-03797,Female,0,No,No,24,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.11,673.73,No
xxxx-03798,Male,1,No,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,38.61,2722.19,No
xxxx-03799,Male,0,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,39.18,2198.62,Yes
xxxx-03800,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,31.76,1002.11,No
xxxx-03801,Female,0,Yes,Yes,49,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,34.49,1674.28,No
xxxx-03802,Female,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,38.95,364.34,No
xxxx-03803,Female,0,No,Yes,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.25,382.65,No
xxxx-03804,Female,0,Yes,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.86,861.11,No
xxxx-03805,Female,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.88,1170.51,No
xxxx-03806,Female,0,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,37.57,497.34,No
xxxx-03807,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),31.99,71.1,Yes
xxxx-03808,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.82,1381.17,No
xxxx-03809,Female,0,No,Yes,15,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),28.2,422.33,No
xxxx-03810,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,41.37,2462.37,No
xxxx-03811,Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),35.2,959.09,Yes
xxxx-03812,Female,0,No,Yes,34,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),34.49,1193.83,No
xxxx-03813,Male,1,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,39.08,15.26,Yes
xxxx-03814,Male,0,No,No,60,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,29.57,1761.92,No
xxxx-03815,Female,1,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,35.98,2019.26,No
xxxx-03816,Male,0,No,Yes,54,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),42.32,2289.34,Yes
xxxx-03817,Female,1,No,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,35.43,650.93,No
xxxx-03818,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,45.23,3192.59,No
xxxx-03819,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),44.26,2104.58,No
xxxx-03820,Male,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.88,961.02,No
xxxx-03821,Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),32.65,186.98,No
xxxx-03822,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),35.49,64.17,No
xxxx-03823,Male,0,Yes,No,42,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),33.76,1431.86,No
xxxx-03824,Male,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.99,1651.45,No
xxxx-03825,Female,0,No,No,48,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,38.97,1875.51,No
xxxx-03826,Female,0,No,No,59,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),26.81,1590.62,No
xxxx-03827,Male,0,No,No,5,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,30.63,180.28,No
xxxx-03828,Male,0,Yes,No,19,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),22.05,444.37,No
xxxx-03829,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),44.19,1309.83,Yes
xxxx-03830,Female,0,Yes,No,21,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,32.76,693.41,No
xxxx-03831,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,38.66,1177.5,Yes
xxxx-03832,Female,1,No,No,46,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,23.92,1090.82,No
xxxx-03833,Female,0,No,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,29.71,960.88,No
xxxx-03834,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.21,563.45,No
xxxx-03835,Female,0,No,No,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,29.81,1297.92,No
xxxx-03836,Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,33.65,980.03,Yes
xxxx-03837,Female,0,No,No,32,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),32.17,1033.24,Yes
xxxx-03838,Male,0,No,Yes,26,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,26.16,706.02,No
xxxx-03839,Female,0,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,42.72,2320.35,No
xxxx-03840,Female,0,Yes,No,22,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,33.0,762.28,Yes
xxxx-03841,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),34.37,1413.79,Yes
xxxx-03842,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.1,1052.23,No
xxxx-03843,Female,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.14,1782.68,No
xxxx-03844,Female,0,No,Yes,52,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,32.73,1731.13,No
xxxx-03845,Female,1,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,694.25,No
xxxx-03846,Female,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.59,1251.06,No
xxxx-03847,Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,32.65,227.65,No
xxxx-03848,Male,0,No,No,9,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),29.02,255.45,No
xxxx-03849,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,35.54,352.5,No
xxxx-03850,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,29.53,884.65,No
xxxx-03851,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.33,254.31,No
xxxx-03852,Male,0,Yes,No,57,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),25.24,1414.26,No
xxxx-03853,Male,0,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.65,767.5,No
xxxx-03854,Female,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),30.02,1269.82,No
xxxx-03855,Male,0,No,No,56,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,35.07,1935.57,No
xxxx-03856,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),34.06,1447.49,No
xxxx-03857,Male,0,Yes,Yes,22,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,34.71,774.16,Yes
xxxx-03858,Female,0,No,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.19,62.97,No
xxxx-03859,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,37.42,412.83,No
xxxx-03860,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,38.49,1805.22,No
xxxx-03861,Female,1,Yes,No,23,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,23.25,503.72,Yes
xxxx-03862,Male,0,Yes,No,12,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,23.78,322.82,No
xxxx-03863,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),43.5,2921.12,No
xxxx-03864,Female,0,Yes,No,71,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,35.04,2506.61,Yes
xxxx-03865,Female,1,No,No,33,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Electronic check,32.4,1082.12,No
xxxx-03866,Female,0,Yes,No,8,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,35.05,271.97,No
xxxx-03867,Female,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),25.11,247.12,No
xxxx-03868,Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,31.27,1979.14,No
xxxx-03869,Female,0,No,No,71,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,35.07,2505.1,Yes
xxxx-03870,Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),42.24,2239.13,No
xxxx-03871,Male,0,Yes,No,42,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),25.42,1092.81,No
xxxx-03872,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),41.27,2372.54,No
xxxx-03873,Female,0,Yes,No,58,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,19.82,1150.95,No
xxxx-03874,Female,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.04,1979.1,No
xxxx-03875,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.71,1384.86,No
xxxx-03876,Male,0,No,No,37,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),23.47,863.28,No
xxxx-03877,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),28.8,232.22,No
xxxx-03878,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),34.09,2200.45,No
xxxx-03879,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),22.6,100.91,No
xxxx-03880,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),33.91,1413.3,No
xxxx-03881,Female,0,No,No,59,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),31.66,1841.16,Yes
xxxx-03882,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,46.5,1155.66,Yes
xxxx-03883,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,37.31,366.08,No
xxxx-03884,Female,0,Yes,No,33,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,38.1,1250.94,No
xxxx-03885,Female,0,Yes,No,1,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),28.68,15.26,Yes
xxxx-03886,Female,0,No,No,20,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,25.28,503.79,No
xxxx-03887,Male,0,No,Yes,25,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),25.79,612.33,No
xxxx-03888,Male,0,Yes,No,4,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,38.1,160.2,No
xxxx-03889,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.96,252.7,Yes
xxxx-03890,Female,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,30.12,1464.94,No
xxxx-03891,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),51.74,463.2,No
xxxx-03892,Female,0,No,Yes,57,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),29.49,1708.86,No
xxxx-03893,Male,0,No,Yes,9,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,31.07,294.09,No
xxxx-03894,Female,1,Yes,No,35,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,21.01,733.28,No
xxxx-03895,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.63,1253.26,No
xxxx-03896,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,42.18,2553.39,No
xxxx-03897,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,29.63,1049.04,No
xxxx-03898,Male,0,No,No,40,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,31.6,1261.15,No
xxxx-03899,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.21,1922.78,No
xxxx-03900,Female,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.53,563.44,Yes
